filter,pool_name,fee_percent,has_rewards,volume_24h,liquidity,fees_24h,apr_24h,epoch_time
All Pools,AUSD - USDt,,False,16764141.0,3509998.0,1677.01,17.44,1779323326
All Pools,AUSD - USDC,,False,16492572.0,4648808.0,1649.42,12.95,1779323326
All Pools,AVAX - USDC,,False,8917825.0,4022764.0,4728.59,42.9,1779323326
All Pools,USDt - USDC,,False,436335.0,676976.0,30.59,1.65,1779323326
All Pools,BTC.b - USDC,,False,382516.0,802426.0,196.76,8.95,1779323326
All Pools,sAVAX - AVAX,,False,84276.0,85405.0,8.707,3.72,1779323326
All Pools,AVAX - USDC,,False,71168.0,205887.0,143.49,25.44,1779323326
All Pools,STRX - AVAX,,False,52988.0,2.015,132.47,2400064.62,1779323326
All Pools,NXUSD - WXT,,False,44049.0,744632.0,110.12,5.4,1779323326
All Pools,ARENA - AVAX,,False,37675.0,149931.0,3.763,0.92,1779323326
All Pools,XAUt0 - USDt,,False,35708.0,44509.0,16.01,13.13,1779323326
All Pools,NXPC - AVAX,,False,29646.0,256175.0,74.11,10.56,1779323326
All Pools,COQ - AVAX,,False,22120.0,671566.0,55.3,3.01,1779323326
All Pools,USDT.e - USDC,,False,16122.0,57359.0,3.221,2.05,1779323326
All Pools,AVAX - USDt,,False,15931.0,133497.0,32.08,8.77,1779323326
All Pools,USDt - USDC,,False,15683.0,163209.0,1.255,0.28,1779323326
All Pools,USDC - XAVA,,False,13999.0,719927.0,35.0,1.77,1779323326
All Pools,AVAX - BTC.b,,False,13782.0,569434.0,7.217,0.46,1779323326
All Pools,JOE - USDC.e,,False,13103.0,324035.0,32.76,3.69,1779323326
All Pools,WBTC - BTC.b,,False,12385.0,82431.0,3.787,1.68,1779323326
All Pools,JOE - AVAX,,False,11266.0,504035.0,28.16,2.04,1779323326
All Pools,AVAX - USDT.e,,False,10977.0,557434.0,27.44,1.8,1779323326
All Pools,AVAX - USDC,,False,10851.0,410075.0,27.13,2.41,1779323326
All Pools,QI - AVAX,,False,10026.0,213531.0,25.06,4.28,1779323326
All Pools,GUN - AVAX,,False,8437.66,117490.0,21.2,6.58,1779323326
All Pools,DAI.e - USDC,,False,8394.16,40553.0,1.721,1.55,1779323326
All Pools,MIM - AVAX,,False,8332.22,567489.0,20.83,1.34,1779323326
All Pools,USDC.e - AVAX,,False,7783.41,434449.0,19.46,1.63,1779323326
All Pools,XAVA - AVAX,,False,7761.32,227846.0,62.39,9.99,1779323326
All Pools,GUN - AVAX,,False,7275.7,40268.0,7.436,6.74,1779323326
All Pools,USDt - QUILL,,False,7234.5,46851.0,18.09,14.09,1779323326
All Pools,SIERRA - USDC,,False,6408.27,123017.0,6.417,1.9,1779323326
All Pools,WBTC.e - AVAX,,False,6052.79,172292.0,15.13,3.21,1779323326
All Pools,HOTEMIN - USDC,,False,5881.47,53667.0,14.7,10.0,1779323326
All Pools,FOLKS - AVAX,,False,4920.1,34323.0,12.46,13.25,1779323326
All Pools,SOL - AVAX,,False,4682.44,441017.0,11.71,0.97,1779323326
All Pools,USDT.e - USDt,,False,4318.23,44403.0,0.86544,0.71,1779323326
