filter,pool_name,fee_percent,has_rewards,volume_24h,liquidity,fees_24h,apr_24h,epoch_time
All Pools,AUSD - USDC,,false,6488326,3661841,648.86,6.91,1775262494
All Pools,AUSD - USDt,,false,6006642,3444213,600.69,6.84,1775262494
All Pools,USDt - USDC,,false,647404,1218805,45.39,2.69,1775262494
All Pools,AVAX - USDC,,false,555104,3239715,286.66,86.72,1775262494
All Pools,BTC.b - USDC,,false,187417,637752,95.66,5.48,1775262494
All Pools,AVAX - BTC.b,,false,178877,575002,93.12,33.21,1775262494
All Pools,ggAVAX - AVAX,,false,68995,6391.72,27.39,156.42,1775262494
All Pools,sAVAX - AVAX,,false,53862,349663,5.468,1.54,1775262494
All Pools,GUN - AVAX,,false,40042,121540,105.19,31.59,1775262494
All Pools,AUSD - AVAX,,false,39377,52558,40.55,116.61,1775262494
All Pools,USDt - USDC,,false,25763,181400,2.062,0.41,1775262494
All Pools,XAUt0 - USDt,,false,21699,126707,9.219,39.25,1775262494
All Pools,NXPC - AVAX,,false,21578,229390,53.94,8.58,1775262494
All Pools,COQ - AVAX,,false,19857,523042,49.64,3.46,1775262494
All Pools,USDC - XAVA,,false,19386,469595,48.47,3.77,1775262494
All Pools,AVAX - USDt,,false,17381,126476,35.16,10.15,1775262494
All Pools,EURC - USDC,,false,14749,34214,10.37,23.02,1775262494
All Pools,USDT.e - USDC,,false,14009,46787,2.801,2.18,1775262494
All Pools,AVAX - USDT.e,,false,12633,542414,31.58,2.13,1775262494
All Pools,AVAX - USDC,,false,11753,398608,29.38,2.69,1775262494
All Pools,MIM - AVAX,,false,11636,551402,29.09,1.93,1775262494
All Pools,AVAX - USDC,,false,10292,193524,20.7,3.9,1775262494
All Pools,ARENA - AVAX,,false,9658.44,143737,0.96536,0.25,1775262494
All Pools,USDC.e - AVAX,,false,9636.7,420047,24.09,2.09,1775262494
All Pools,WETH.e - AVAX,,false,8156.14,458190,20.39,1.62,1775262494
All Pools,SOL - AVAX,,false,7090.98,416449,17.73,1.55,1775262494
All Pools,JPYC - USDC,,false,6716.61,33939,2.824,3.04,1775262494
All Pools,FOLKS - AVAX,,false,6636.39,23822,17.11,26.21,1775262494
All Pools,AVAX - ALVA,,false,6317.06,11630,15.79,49.56,1775262494
All Pools,BEAM - AVAX,,false,5825.57,18436,16.07,576.25,1775262494
All Pools,JOE - USDC.e,,false,5669.44,293121,14.17,1.76,1775262494
All Pools,SHRAP - AVAX,,false,5565.23,11805,69.83,215.92,1775262494
All Pools,JOE - AVAX,,false,5287.92,450026,13.22,1.07,1775262494
All Pools,USDT.e - USDt,,false,5247.99,44180,1.049,0.87,1775262494
All Pools,YUSD - USDC,,false,5008.49,122165,1.09,0.33,1775262494
All Pools,AAVE.e - AVAX,,false,4959.63,298887,12.4,1.51,1775262494
All Pools,DAI.e - USDC,,false,4913.52,31239,1.019,1.19,1775262494
All Pools,BEAM - AVAX,,false,4861.67,87759,12.15,5.06,1775262494
All Pools,JOE - AVAX,,false,4800.13,58179,7.259,4.55,1775262494
All Pools,ORNG - AVAX,,false,4178.12,29538,10.45,12.91,1775262494
All Pools,AVAX - DAI.e,,false,3982.99,33456,9.957,10.86,1775262494
All Pools,BEAM - USDC,,false,3316.59,68457,8.291,4.42,1775262494
All Pools,QI - AVAX,,false,3225.28,209345,8.063,1.41,1775262494
All Pools,WBTC.e - BTC.b,,false,3050.02,276214,0.94378,0.12,1775262494
All Pools,WBTC.e - AVAX,,false,2683.19,155280,6.708,1.58,1775262494
All Pools,sUSDe - USDC,,false,2644.71,94067,2.644,7.93,1775262494
All Pools,XAVA - AVAX,,false,2432.45,241932,19.68,2.97,1775262494
All Pools,BTC.b - AVAX,,false,2363.07,128530,5.908,1.68,1775262494
All Pools,w3ULL - AVAX,,false,2250.56,61423,5.626,3.34,1775262494
All Pools,HUNDRED - USDC,,false,2248.78,492315,5.622,0.42,1775262494
All Pools,ALOT - AVAX,,false,2105.07,221347,5.263,0.87,1775262494
All Pools,SolvBTC - BTC.b,,false,2071.97,342931,0.88153,0.09,1775262494
All Pools,COQ - USDC,,false,1435.99,6781.84,11.57,62.26,1775262494
All Pools,AVAX - SWAP.e,,false,1348.35,27975,3.371,4.4,1775262494
All Pools,WBTC - BTC.b,,false,1269.56,70666,0.38627,0.2,1775262494
All Pools,USDt - AVAX,,false,1158,44394,2.895,2.38,1775262494
All Pools,OSAK - AVAX,,false,952.69,6540.11,2.382,13.29,1775262494
All Pools,XAVA - AVAX,,false,923.38,2793.03,2.334,30.5,1775262494
All Pools,JOE - USDT.e,,false,893.16,58976,2.233,1.38,1775262494
All Pools,GMX - AVAX,,false,873.57,4392.38,2.184,18.15,1775262494
All Pools,FLD - AVAX,,false,860.14,51396,2.15,1.53,1775262494
All Pools,SYN - AVAX,,false,806.68,2725.57,2.017,27.01,1775262494
All Pools,USDC.e - USDC,,false,736.5,3834.06,0.14843,1.41,1775262494
All Pools,NXUSD - WXT,,false,728.27,682292,1.821,0.1,1775262494
All Pools,DAI.e - USDC,,false,641.26,2633.43,0.13095,1.81,1775262494
All Pools,JOE - AVAX,,false,640.44,8825.97,1.608,6.65,1775262494
All Pools,AVAX - JUICE,,false,639.44,16434,1.599,3.55,1775262494
All Pools,MUON - AVAX,,false,628.64,34996,1.572,1.64,1775262494
All Pools,JOE - USDC,,false,568,35001,1.42,1.48,1775262494
All Pools,LINK.e - AVAX,,false,550.9,46324,1.377,1.09,1775262494
All Pools,UST - AVAX,,false,492.03,6270.09,1.23,7.16,1775262494
All Pools,APIX - ID,,false,451.83,22058,1.13,1.87,1775262494
All Pools,WETH.e - AVAX,,false,432.36,746690,0.2195,0.01,1775262494
All Pools,AVAX - avUSD,,false,406.34,1880.01,1.057,20.53,1775262494
All Pools,USDT.e - USDC,,false,395.86,875.82,0.04228,1.76,1775262494
All Pools,SIERRA - USDC,,false,373.41,650046,0.37365,0.02,1775262494
All Pools,PTOP1300 - AVAX,,false,342.09,679.79,0.39301,21.1,1775262494
All Pools,PTOP900 - BTC.b,,false,341.55,712.08,0.49988,25.62,1775262494
All Pools,XSGD - USDC,,false,328.26,1964.52,0.21643,4.02,1775262494
All Pools,PTOP1200 - AVAX,,false,326.47,758.47,0.42286,20.35,1775262494
All Pools,PTOP1000 - AVAX,,false,311.04,613.72,0.44338,26.37,1775262494
All Pools,USDC.e - USDC,,false,310.62,481013,0.77656,0.06,1775262494
All Pools,AVAX - DOMI,,false,309.48,17643,0.77369,1.6,1775262494
All Pools,PTOP900 - AVAX,,false,303.36,715.64,0.40749,20.78,1775262494
All Pools,AVAX - UST,,false,287.03,7369.13,0.71756,3.55,1775262494
All Pools,GUN - AVAX,,false,286.99,38406,0.28884,0.27,1775262494
All Pools,PTOP1300 - BTC.b,,false,272.57,651.5,0.35311,19.78,1775262494
All Pools,SB - AVAX,,false,250.83,6818.15,0.62706,3.36,1775262494
All Pools,gOHM - AVAX,,false,250.08,134194,0.6252,0.17,1775262494
All Pools,STG - USDC,,false,243.22,1545.89,0.60804,14.36,1775262494
All Pools,AVAX - XAVA,,false,235.33,14446,0.58832,1.49,1775262494
All Pools,PTOP1200 - BTC.b,,false,224.67,596.34,0.28497,17.44,1775262494
All Pools,PTOP1000 - BTC.b,,false,203.16,544.88,0.33302,22.31,1775262494
All Pools,XETA - USDC,,false,185.69,9552.57,0.46423,1.77,1775262494
All Pools,USDC.e - USDC,,false,180.05,16931,0.01827,0.04,1775262494
All Pools,NOCHILL - AVAX,,false,176.37,75431,0.44093,0.21,1775262494
All Pools,XSEED - AVAX,,false,173.47,12791,0.43367,1.24,1775262494
All Pools,KLO - AVAX,,false,171.09,13890,0.42772,1.12,1775262494
All Pools,LUNA - USDC.e,,false,157.36,511.81,0.39339,28.05,1775262494
All Pools,WETH.e - USDC.e,,false,137.05,11493,0.34263,1.09,1775262494
All Pools,BTC.b - AVAX,,false,132.11,173154,0.19685,0.04,1775262494
All Pools,SWORLD - AVAX,,false,128.33,7093.21,0.32083,1.65,1775262494
All Pools,MIM - USDt,,false,124.44,8.689,0.03916,164.51,1775262494
All Pools,AVAX - CLY,,false,124.34,59758,0.31086,0.19,1775262494
All Pools,KIMBO - AVAX,,false,124.01,59163,0.31002,0.19,1775262494
All Pools,STG - AVAX,,false,122.4,1519.07,0.30599,7.35,1775262494
All Pools,AVAX - JUICY,,false,121.02,3267.39,0.30255,3.38,1775262494
All Pools,sAVAX - JACK,,false,117.46,433411,0.29366,0.02,1775262494
All Pools,MIM - SB,,false,117.44,5713.13,0.29359,1.88,1775262494
All Pools,PTOP800 - AVAX,,false,114.41,589.26,0.11471,7.11,1775262494
All Pools,PTOP800 - BTC.b,,false,113.6,539.63,0.13414,9.07,1775262494
All Pools,SHRAP - DOMI,,false,103.02,290.32,0.25754,32.38,1775262494
All Pools,PRIME - AVAX,,false,96.13,122440,0.61532,0.18,1775262494
All Pools,APIX - USDt,,false,92.93,7913.46,0.23231,1.07,1775262494
All Pools,WETH.e - USDC,,false,78.07,9753.77,0.12478,0.47,1775262494
All Pools,PTOP1100 - AVAX,,false,76.73,314.39,0.07688,8.93,1775262494
All Pools,PTOP1100 - BTC.b,,false,74.79,397.39,0.08301,7.62,1775262494
All Pools,QI - AVAX,,false,72.64,11783,0.18168,0.56,1775262494
All Pools,FITFI - USDT.e,,false,58.9,356.34,0.14724,15.08,1775262494
All Pools,GGP - AVAX,,false,54.01,89051,0.13502,0.06,1775262494
All Pools,USDt - USDC,,false,53.04,2236.68,0.01067,0.17,1775262494
All Pools,YAK - AVAX,,false,50.43,130809,0.12608,0.04,1775262494
All Pools,APIX - ARENA,,false,47.94,2565.5,0.11985,1.71,1775262494
All Pools,APIX - USDC,,false,45.3,3953.75,0.11325,1.05,1775262494
All Pools,GB - AVAX,,false,44.91,1901.19,0.11228,2.16,1775262494
All Pools,UST - USDC.e,,false,43.9,619.01,0.10976,6.47,1775262494
All Pools,WBTC.e - BTC.b,,false,40.3,580.09,0.01467,0.92,1775262494
All Pools,gOHM - FRAX,,false,36.02,3477.96,0.09005,0.95,1775262494
All Pools,SPT - AVAX,,false,35.53,120.19,0.03557,10.8,1775262494
All Pools,BLSEYE🎯 - AVAX,,false,34.19,5544.65,0.08547,0.56,1775262494
All Pools,AVAX - TOPIA,,false,34.11,419.42,0.08527,7.42,1775262494
All Pools,SPT - BTC.b,,false,33.39,88.65,0.03548,14.61,1775262494
All Pools,agEUR - USDC,,false,30.58,63.51,0.07644,43.93,1775262494
All Pools,AVAX - GEC,,false,29.04,33672,0.0726,0.08,1775262494
All Pools,WOLF - AVAX,,false,28.44,39625,0.0711,0.07,1775262494
All Pools,AI - AVAX,,false,26.97,3962.78,0.06742,0.62,1775262494
All Pools,HEFE - AVAX,,false,26.82,21158,0.06705,0.12,1775262494
All Pools,PNG - AVAX,,false,26.82,1050.13,0.06705,2.33,1775262494
All Pools,DZHV - AVAX,,false,26.14,15205,0.06535,0.16,1775262494
All Pools,MYST - AVAX,,false,25.26,780.61,0.06316,2.95,1775262494
All Pools,AVAX - RISE,,false,24.24,63191,0.0606,0.04,1775262494
All Pools,Psychic - AVAX,,false,23.4,1176.69,0.05851,1.81,1775262494
All Pools,CDK - AVAX,,false,23.21,9974.98,0.05812,0.21,1775262494
All Pools,GUN - BLSEYE🎯,,false,22.16,904.34,0.05541,2.24,1775262494
All Pools,AVAX - HON,,false,22.16,86559,0.05539,0.02,1775262494
All Pools,USDt - USDT.e,,false,22.03,20574,0.05508,0.1,1775262494
All Pools,AVAX - COOP,,false,19.67,203.99,0.04919,8.8,1775262494
All Pools,SECOND - AVAX,,false,19.53,1742.75,0.04884,1.02,1775262494
All Pools,SECOND - USDC,,false,19.52,7211.95,0.04881,0.25,1775262494
All Pools,RGOGLZ - USDC,,false,19.22,1603.67,0.04806,1.09,1775262494
All Pools,EGG - AVAX,,false,18.63,29163,0.04658,0.06,1775262494
All Pools,PSHARE - AVAX,,false,18.24,289.21,0.04561,5.76,1775262494
All Pools,HUSKY - AVAX,,false,17.45,4104.84,0.04362,0.39,1775262494
All Pools,GUN - AVAX,,false,17.4,443.6,0.04351,3.58,1775262494
All Pools,AVAX - LUCKY,,false,17.2,7505.9,0.04299,0.21,1775262494
All Pools,BLSEYE🎯 - ARENA,,false,16.79,1048.15,0.04197,1.46,1775262494
All Pools,ORNG - JUCI,,false,16.76,497.64,0.04189,3.07,1775262494
All Pools,USDC.e - USDC,,false,16.75,1975.52,0.00341,0.06,1775262494
All Pools,MIM - PAPA,,false,16.46,415.25,0.04116,3.62,1775262494
All Pools,DATCM - ORNG,,false,15.72,484.43,0.03931,2.96,1775262494
All Pools,AVAX - FRAX,,false,15.06,1000.48,0.03765,1.37,1775262494
All Pools,NGL - AVAX,,false,14.68,1445.96,0.03669,0.93,1775262494
All Pools,ORNG - SAI,,false,14.34,284.81,0.03585,4.59,1775262494
All Pools,DCAU - USDT.e,,false,14.24,5305.7,0.03559,0.24,1775262494
All Pools,3QF - D - WETH.e,,false,14.13,2826.19,0.03533,0.46,1775262494
All Pools,3QF - D - AVAX,,false,14.13,1678.65,0.03532,0.77,1775262494
All Pools,LUNA - USDC.e,,false,13.92,262.83,0.0348,4.83,1775262494
All Pools,Psychic - XAUt0,,false,13.86,7099.14,0.03465,0.18,1775262494
All Pools,DCAU - AVAX,,false,13.7,1246.84,0.03426,1,1775262494
All Pools,UST - USDC,,false,13.43,401.64,0.03357,3.05,1775262494
All Pools,ORNG - MOOM,,false,13,337.72,0.0325,3.51,1775262494
All Pools,AMI - USDC,,false,12.88,62.72,0.01295,7.53,1775262494
All Pools,ALPHA.e - AVAX,,false,12.5,53.5,0.03126,21.33,1775262494
All Pools,COQ - AVAX,,false,12.05,3792.05,0.09721,0.94,1775262494
All Pools,USDt - ncash,,false,11.13,1015.9,0.02782,1,1775262494
All Pools,LUNA - AVAX,,false,10.23,12.7,0.02558,73.54,1775262494
All Pools,PTOP1300 - USDC,,false,10.03,397.94,0.01005,0.92,1775262494
All Pools,BTC.b - IMPACT2,,false,9.977,1002.41,0.02494,0.91,1775262494
All Pools,AVAX - aXEN,,false,9.511,91.38,0.02378,9.5,1775262494
All Pools,USDC - SHRAP,,false,9.399,26.94,0.0235,31.83,1775262494
All Pools,ZRO - AVAX,,false,9.23,215.74,0.02307,3.9,1775262494
All Pools,AVAX - FRAX,,false,8.828,269.75,0.02207,2.99,1775262494
All Pools,AVAX - PEFI,,false,8.592,4553.34,0.02148,0.17,1775262494
All Pools,ACS - AVAX,,false,8.515,174.84,0.02129,4.44,1775262494
All Pools,XROSS - ORNG,,false,8.464,477.08,0.02116,1.62,1775262494
All Pools,HERESY - AVAX,,false,8.367,21879,0.02092,0.03,1775262494
All Pools,ORNG - FLUX,,false,8.141,335.91,0.02035,2.21,1775262494
All Pools,MYST - USDC,,false,8.048,222.97,0.02012,3.29,1775262494
