filter,pool_name,fee_percent,has_rewards,volume_24h,liquidity,fees_24h,apr_24h,epoch_time
All Pools,AUSD - USDC,0.01,True,12584758.0,2334931.0,1258.63,20.67,1768869019
All Pools,AUSD - USDt,0.01,True,11467622.0,2965245.0,1146.85,14.9,1768869019
All Pools,AVAX - USDC,0.05,True,2198660.0,632841.0,1988.25,200.48,1768869019
All Pools,USDt - USDC,0.005,True,1380182.0,1948332.0,96.85,6.67,1768869019
All Pools,sAVAX - AVAX,0.01,True,902064.0,677641.0,92.2,9.14,1768869019
All Pools,AVAX - BTC.b,0.05,True,633948.0,865247.0,420.91,271.43,1768869019
All Pools,BTC.b - USDC,0.05,False,368876.0,906605.0,196.27,7.9,1768869019
All Pools,AUSD - AVAX,0.1,True,352063.0,127851.0,368.48,496.05,1768869019
All Pools,XAUt0 - USDt,0.04,True,310153.0,270157.0,137.45,91.79,1768869019
All Pools,GUN - AVAX,0.25,False,255953.0,396172.0,677.55,62.42,1768869019
All Pools,EURC - USDC,0.03,True,254421.0,526886.0,76.94,23.03,1768869019
All Pools,COQ - AVAX,0.3,False,128996.0,774869.0,322.49,15.19,1768869019
All Pools,ARENA - AVAX,0.01,False,91980.0,278144.0,9.193,1.21,1768869019
All Pools,USDT.e - USDC,0.02,False,82926.0,60481.0,25.8,15.57,1768869019
All Pools,AVAX - USDC,0.3,False,70508.0,467240.0,176.27,13.77,1768869019
All Pools,AVAX - USDT.e,0.3,False,70395.0,640110.0,175.99,10.04,1768869019
All Pools,USDt - USDC,0.01,False,68939.0,221965.0,5.564,0.91,1768869019
All Pools,AVAX - USDt,0.2,False,66221.0,164524.0,159.34,35.35,1768869019
All Pools,JOE - AVAX,0.3,False,60199.0,688275.0,150.5,7.98,1768869019
All Pools,DAI.e - USDC,0.02,False,54359.0,28234.0,11.1,14.35,1768869019
All Pools,WBTC - BTC.b,0.03,True,52296.0,1175466.0,15.64,4.43,1768869019
All Pools,savUSD - avUSD,0.02,True,45831.0,7650164.0,9.167,0.65,1768869019
All Pools,AVAX - USDC,0.2,False,43350.0,415911.0,109.9,9.64,1768869019
All Pools,WETH.e - AVAX,0.3,False,40607.0,677412.0,101.52,5.47,1768869019
All Pools,MIM - AVAX,0.3,False,40497.0,653748.0,101.24,5.65,1768869019
All Pools,USDC.e - AVAX,0.3,False,39462.0,498482.0,98.65,7.22,1768869019
All Pools,XSGD - USDC,0.05,True,36886.0,33083.0,24.79,60.52,1768869019
All Pools,ggAVAX - AVAX,0.04,True,34720.0,127582.0,3.472,23.17,1768869019
All Pools,GMX - AVAX,0.3,False,34217.0,1093572.0,85.54,2.86,1768869019
All Pools,LCPEDU - USDt,0.8,False,33081.0,13285950.0,530.91,1.46,1768869019
All Pools,NXPC - AVAX,0.3,False,31617.0,289512.0,79.04,9.97,1768869019
All Pools,FOLKS - AVAX,0.25,False,28330.0,50818.0,77.06,55.35,1768869019
All Pools,AVAX - avUSD,0.25,True,27872.0,20614.0,73.23,527.89,1768869019
All Pools,JOE - USDC.e,0.3,False,27582.0,371263.0,68.96,6.78,1768869019
All Pools,USDT.e - USDt,0.02,False,27246.0,44238.0,6.134,5.06,1768869019
All Pools,QI - AVAX,0.3,False,23805.0,381927.0,59.51,5.69,1768869019
All Pools,SENT - AVAX,0.3,False,14897.0,89656109819.0,37.24,,1768869019
All Pools,SOL - AVAX,0.3,False,13920.0,638119.0,34.8,1.99,1768869019
All Pools,EUROP - USDC,0.1,False,12654.0,1714109.0,12.67,0.27,1768869019
All Pools,AVAX - CLY,0.3,False,12182.0,426902.0,30.46,2.6,1768869019
All Pools,ORNG - AVAX,0.3,False,11574.0,44989.0,28.94,23.48,1768869019
All Pools,BEAM - AVAX,0.25,True,11418.0,29510.0,28.98,385.33,1768869019
All Pools,WBTC.e - BTC.b,0.03,False,11219.0,390462.0,3.455,0.32,1768869019
All Pools,w3ULL - AVAX,0.3,False,11114.0,86538.0,27.78,11.72,1768869019
All Pools,USDC.e - USDC,0.02,False,10584.0,6090.51,2.873,17.22,1768869019
All Pools,gOHM - AVAX,0.3,False,9488.56,186415.0,23.72,4.64,1768869019
All Pools,JPYC - USDC,0.04,True,9312.52,75350.0,3.729,55.04,1768869019
All Pools,WBTC.e - AVAX,0.3,False,9287.54,217631.0,23.22,3.89,1768869019
All Pools,BTC.b - AVAX,0.3,False,8569.15,179321.0,21.42,4.36,1768869019
All Pools,SolvBTC - BTC.b,0.04,True,8368.38,2074267.0,3.538,10.82,1768869019
All Pools,LINK.e - AVAX,0.3,False,8092.42,66300.0,20.23,11.14,1768869019
All Pools,AVAX - ALVA,0.3,False,7703.54,26716.0,19.26,26.31,1768869019
