filter,pool_name,fee_percent,has_rewards,volume_24h,liquidity,fees_24h,apr_24h,epoch_time
All Pools,AVAX - USDC,0.05,TRUE,319250679,22841706,171549,277.2,1758633361
All Pools,WETH.e - AVAX,0.05,FALSE,27702365,3543880,14754,151.96,1758633361
All Pools,AVAX - BTC.b,0.05,TRUE,25103293,5815678,15005,173.65,1758633361
All Pools,USDt - USDC,0.005,TRUE,20205898,4432572,1425.17,33.22,1758633361
All Pools,AUSD - USDt,0.01,TRUE,5702207,1700005,570.37,34.46,1758633361
All Pools,AUSD - USDC,0.01,TRUE,5565314,1871866,556.56,31.03,1758633361
All Pools,BTC.b - USDC,0.05,FALSE,4980429,1404203,2633.36,68.45,1758633361
All Pools,USDt - USDC,0.01,FALSE,3253560,196494,296.78,55.13,1758633361
All Pools,deUSD - USDC,0.01,TRUE,3054191,406411,316.18,34.6,1758633361
All Pools,AUSD - AVAX,0.1,TRUE,1514693,284050,1616.16,764.37,1758633361
All Pools,EURC - USDC,0.03,TRUE,1123741,1704793,343.58,36.7,1758633361
All Pools,EURC - AVAX,0.1,FALSE,973689,1668143,1036.87,22.69,1758633361
All Pools,sAVAX - AVAX,0.01,TRUE,869475,18955052,87.44,1.23,1758633361
All Pools,YBTC.B - WBTC,0.01,FALSE,823231,538241,83.45,5.66,1758633361
All Pools,WBTC - BTC.b,0.03,TRUE,782916,2033502,232.97,10.37,1758633361
All Pools,SolvBTC - BTC.b,0.04,TRUE,628879,6970170,269.03,8.98,1758633361
All Pools,SOL - AVAX,0.1,FALSE,620800,1442135,677.51,17.15,1758633361
All Pools,AVAX - USDC,0.2,FALSE,483351,958116,988.49,37.66,1758633361
All Pools,YUSD - USDC,0.02,TRUE,394185,416550,84.1,31.49,1758633361
All Pools,GUN - AVAX,0.25,FALSE,266845,630052,678.66,39.32,1758633361
All Pools,AVAX - USDt,0.2,FALSE,256334,381245,531.11,50.85,1758633361
All Pools,weETH - WETH.e,0.04,FALSE,249533,3970717,101.2,0.93,1758633361
All Pools,USDT.e - USDt,0.02,FALSE,217720,46394,44.03,34.64,1758633361
All Pools,USDT.e - USDC,0.02,FALSE,208390,58536,57.78,36.03,1758633361
All Pools,WETH.e - AVAX,0.25,FALSE,188472,3925029,477.17,4.44,1758633361
All Pools,EUROP - USDC,0.1,FALSE,114001,1710381,114.14,2.44,1758633361
All Pools,BLACK - AVAX,0.1,FALSE,109291,6364.45,130.45,748.12,1758633361
All Pools,GHO - USDC,0.1,FALSE,73800,1336150,74.22,2.03,1758633361
All Pools,DAI.e - USDC,0.02,FALSE,41789,29603,8.435,10.4,1758633361
All Pools,USDC.e - USDC,0.02,FALSE,40338,5911.73,9.628,59.44,1758633361
All Pools,AVAX - avUSD,0.25,TRUE,36043,32709,91.54,970.66,1758633361
All Pools,sUSDe - USDC,0.1,TRUE,35831,5081146,35.83,13.01,1758633361
All Pools,savUSD - avUSD,0.02,TRUE,33794,4616437,6.769,8.24,1758633361
All Pools,ARENA - AVAX,0.4,FALSE,32558,41709,133,116.39,1758633361
All Pools,JOE - AVAX,0.15,FALSE,31495,272815,50.41,6.74,1758633361
All Pools,deUSD - AUSD,0.01,TRUE,30934,47456,3.088,56.24,1758633361
All Pools,XSGD - USDC,0.05,TRUE,25088,46869,12.55,74.65,1758633361
All Pools,ggAVAX - AVAX,0.04,TRUE,24583,11401422,2.458,1.66,1758633361
All Pools,QI - AVAX,0.25,FALSE,18550,118804,53.44,16.42,1758633361
All Pools,USDC.e - USDC,0.02,FALSE,18045,25302,2.536,3.66,1758633361
All Pools,BEAM - AVAX,0.25,TRUE,17400,64400,44.02,928.26,1758633361
All Pools,GUN - AVAX,0.1,FALSE,14795,73191,16.66,8.31,1758633361
All Pools,USDT.e - USDC,0.02,FALSE,14595,983.39,1.79,66.45,1758633361
All Pools,JOE - USDC,0.25,FALSE,13265,3272.81,33.44,372.95,1758633361
All Pools,avUSD - USDC,0.05,TRUE,10177,811075,5.09,31.21,1758633361
All Pools,USDC - MXNB,0.04,FALSE,5996,49314,2.303,1.7,1758633361
All Pools,BTC.b - AVAX,0.1,FALSE,4992.31,674995,6.144,0.33,1758633361
All Pools,WETH.e - USDC,0.15,FALSE,4469.19,13193,6.952,19.23,1758633361
All Pools,XSGD - AVAX,0.25,FALSE,3611.07,39268,9.125,8.48,1758633361
All Pools,SHRAP - AVAX,0.4,FALSE,3009.5,30001,12.15,14.78,1758633361
All Pools,WBTC.e - BTC.b,0.03,FALSE,2281.69,473788,0.69395,0.05,1758633361
All Pools,SOL - AVAX,0.8,FALSE,2216.29,4190.98,18.81,163.83,1758633361
All Pools,LIMBO - AVAX,0.25,FALSE,2196.98,79220,6.235,2.87,1758633361
All Pools,rBTC.b - BTC.b,0.1,FALSE,1573.95,26572,1.576,2.16,1758633361
All Pools,GHO - AVAX,0.8,FALSE,1547.48,4879.99,12.62,94.39,1758633361
All Pools,PRIME - AVAX,0.4,FALSE,1421.73,419978,5.817,0.51,1758633361
All Pools,JOE - AVAX,0.25,FALSE,1316.65,92187,3.377,1.34,1758633361
All Pools,AMI - AVAX,0.25,FALSE,1000.76,,2.63,318055565.5,1758633361
All Pools,YAK - USDt,0.8,FALSE,955.95,3449.39,7.731,81.81,1758633361
All Pools,COQ - USDC,0.8,FALSE,802.89,1316.57,6.402,177.48,1758633361
All Pools,aUSD - USDC,0.01,FALSE,729.34,3800.99,0.07411,0.71,1758633361
All Pools,ORNG - AVAX,0.4,FALSE,400.67,792.37,1.817,83.72,1758633361
