filter,pool_name,fee_percent,has_rewards,volume_24h,liquidity,fees_24h,apr_24h,epoch_time
All Pools,AVAX - USDC,,False,905588.0,366582.0,509.55,50.74,1781223988
All Pools,USDt - USDC,,False,423004.0,366617.0,29.69,2.96,1781223988
All Pools,sAVAX - AVAX,,False,189649.0,52041.0,19.09,13.39,1781223988
All Pools,AUSD - USDt,,False,169377.0,719516.0,17.67,0.9,1781223988
All Pools,BTC.b - USDC,,False,142701.0,589427.0,83.41,5.17,1781223988
All Pools,AUSD - USDC,,False,141987.0,888575.0,14.71,0.6,1781223988
All Pools,NXPC - AVAX,,False,76836.0,238127.0,192.09,29.44,1781223988
All Pools,FOLKS - AVAX,,False,65469.0,35713.0,188.94,193.11,1781223988
All Pools,USDC.e - USDC,,False,62781.0,17043.0,6.354,13.61,1781223988
All Pools,COQ - AVAX,,False,47638.0,490144.0,119.09,8.87,1781223988
All Pools,USDT.e - USDt,,False,42515.0,44500.0,8.504,6.97,1781223988
All Pools,NXUSD - WXT,,False,41564.0,626835.0,103.91,6.05,1781223988
All Pools,DAI.e - USDC,,False,38785.0,31988.0,11.85,13.53,1781223988
All Pools,USDt - USDC,,False,37091.0,163124.0,3.032,0.68,1781223988
All Pools,WBTC - BTC.b,,False,25632.0,70848.0,7.83,4.03,1781223988
All Pools,AVAX - USDT.e,,False,22988.0,472716.0,57.47,4.44,1781223988
All Pools,hotemin - USDC,,False,20907.0,37145.0,52.27,51.36,1781223988
All Pools,HOTEMIN - USDC,,False,20636.0,0.21225,51.59,8871854.49,1781223988
All Pools,USDT.e - USDC,,False,19403.0,49827.0,3.899,2.86,1781223988
All Pools,USDC - XAVA,,False,19247.0,479494.0,48.12,3.66,1781223988
All Pools,SIERRA - USDC,,False,18302.0,113514.0,20.03,6.44,1781223988
All Pools,JOE - USDC.e,,False,17463.0,269002.0,43.66,5.92,1781223988
All Pools,USDC.e - AVAX,,False,17290.0,367536.0,43.22,4.29,1781223988
All Pools,AVAX - USDC,,False,15697.0,348641.0,39.24,4.11,1781223988
All Pools,MIM - AVAX,,False,13559.0,475336.0,33.9,2.6,1781223988
All Pools,ARENA - AVAX,,False,13121.0,83494.0,1.311,0.57,1781223988
All Pools,XAUt0 - USDt,,False,12098.0,42081.0,7.745,6.72,1781223988
All Pools,AVAX - USDt,,False,11967.0,100577.0,24.27,8.81,1781223988
All Pools,JOE - AVAX,,False,10261.0,355273.0,25.65,2.64,1781223988
All Pools,LINK.e - AVAX,,False,9071.0,38480.0,22.68,21.51,1781223988
All Pools,WBTC.e - BTC.b,,False,8198.75,223687.0,2.482,0.41,1781223988
All Pools,GUN - AVAX,,False,7886.61,25184.0,8.218,11.91,1781223988
All Pools,XAVA - AVAX,,False,6464.98,103283.0,53.73,18.99,1781223988
All Pools,AVAX - BTC.b,,False,6340.33,400062.0,3.501,0.32,1781223988
All Pools,EURC - USDC,,False,5497.49,11075.0,1.781,5.87,1781223988
All Pools,AVAX - HON,,False,3993.99,61416.0,9.985,5.93,1781223988
All Pools,WETH.e - AVAX,,False,3578.54,358909.0,8.946,0.91,1781223988
All Pools,LCPEDU - USDt,,False,3386.26,7329992.0,0.0,0.0,1781223988
All Pools,AAVE.e - AVAX,,False,3138.01,214588.0,7.845,1.33,1781223988
All Pools,QI - AVAX,,False,2652.61,168750.0,6.632,1.43,1781223988
All Pools,STG - USDC,,False,2564.23,2573.28,6.411,90.93,1781223988
All Pools,ORNG - AVAX,,False,2492.57,19365.0,6.231,11.75,1781223988
All Pools,SHRAP - AVAX,,False,2468.47,9283.83,39.63,155.82,1781223988
All Pools,JOE - USDT.e,,False,2369.07,54000.0,5.923,4.0,1781223988
All Pools,GUN - AVAX,,False,2185.63,41206.0,5.509,4.88,1781223988
All Pools,BEAM - USDC,,False,2173.42,62822.0,5.434,3.16,1781223988
All Pools,USDC.e - USDC,,False,1818.54,1961.51,0.36766,6.84,1781223988
All Pools,MUON - AVAX,,False,1746.54,37959.0,4.366,4.2,1781223988
All Pools,PRIME - AVAX,,False,1722.58,162812.0,12.08,2.71,1781223988
All Pools,AVAX - DAI.e,,False,1718.59,28705.0,4.296,5.46,1781223988
All Pools,USDC.e - O3,,False,1664.88,285963864.0,4.162,0.0,1781223988
All Pools,STG - AVAX,,False,1604.54,2182.93,4.011,67.07,1781223988
