filter,pool_name,fee_percent,has_rewards,volume_24h,liquidity,fees_24h,apr_24h,epoch_time
All Pools,AUSD - USDC,,false,16172773,4655014,1617.39,12.68,1777335979
All Pools,AUSD - USDt,,false,15800072,2772619,1580.76,20.81,1777335979
All Pools,AVAX - USDC,,false,11248244,3935990,5778.98,53.59,1777335979
All Pools,USDt - USDC,,false,962010,786597,67.39,3.13,1777335979
All Pools,BTC.b - USDC,,false,704599,803005,364.58,16.57,1777335979
All Pools,WBTC.e - BTC.b,,false,547946,322405,251.83,28.51,1777335979
All Pools,AAVE.e - AVAX,,false,185649,310537,464.12,54.55,1777335979
All Pools,sAVAX - AVAX,,false,157751,190914,16.04,3.07,1777335979
All Pools,USDt - USDC,,false,140291,181803,11.3,2.27,1777335979
All Pools,XAUt0 - USDt,,false,89428,78679,36.97,17.15,1777335979
All Pools,DAI.e - USDC,,false,81111,29941,19.39,23.63,1777335979
All Pools,AVAX - BTC.b,,false,47667,590108,24.68,1.53,1777335979
All Pools,USDT.e - USDt,,false,42935,44327,11.04,9.09,1777335979
All Pools,WBTC - BTC.b,,false,39511,80841,12.54,5.66,1777335979
All Pools,AVAX - USDC,,false,39308,201622,79.27,14.35,1777335979
All Pools,GUN - AVAX,,false,31672,126485,80.47,23.22,1777335979
All Pools,USDT.e - USDC,,false,26138,48824,5.925,4.43,1777335979
All Pools,FOLKS - AVAX,,false,25929,35036,91.15,94.96,1777335979
All Pools,GUN - AVAX,,false,24918,40140,26.46,24.06,1777335979
All Pools,NXPC - AVAX,,false,23046,240081,57.62,8.76,1777335979
All Pools,USDC - XAVA,,false,22139,505230,55.35,4,1777335979
All Pools,AVAX - USDt,,false,17575,131899,36.05,9.97,1777335979
All Pools,COQ - AVAX,,false,16401,641622,41,2.33,1777335979
All Pools,WBTC.e - AVAX,,false,13424,171220,33.56,7.15,1777335979
All Pools,AVAX - USDT.e,,false,13115,553751,32.79,2.16,1777335979
All Pools,JOE - USDC.e,,false,12310,331240,30.77,3.39,1777335979
All Pools,ARENA - AVAX,,false,10893,182394,1.089,0.22,1777335979
All Pools,MIM - AVAX,,false,10861,564388,27.15,1.76,1777335979
All Pools,JOE - AVAX,,false,10681,517403,26.7,1.88,1777335979
All Pools,USDC.e - AVAX,,false,10392,429843,25.98,2.21,1777335979
All Pools,AVAX - USDC,,false,9913.66,407939,24.78,2.22,1777335979
All Pools,LCPEDU - USDt,,false,8337.72,9759697,133.8,0.5,1777335979
All Pools,QI - AVAX,,false,6507.58,232499,16.27,2.55,1777335979
All Pools,w3ULL - AVAX,,false,5499.24,65097,13.75,7.71,1777335979
All Pools,ORNG - AVAX,,false,3921.07,27407,9.803,13.05,1777335979
All Pools,NXUSD - WXT,,false,3694.61,792753,9.237,0.43,1777335979
All Pools,DAI.e - USDC,,false,3120.51,2432.66,0.65617,9.85,1777335979
All Pools,EURC - USDC,,false,3019.8,13110,0.91921,2.56,1777335979
All Pools,AVAX - DAI.e,,false,2937.88,34312,7.345,7.81,1777335979
All Pools,USDC.e - USDC,,false,2690.93,3867.49,0.55415,5.23,1777335979
All Pools,USDT.e - USDC,,false,2572.44,884.1,0.27793,11.47,1777335979
All Pools,XAVA - AVAX,,false,2444.65,242083,19.71,2.97,1777335979
All Pools,WETH.e - AVAX,,false,2258.61,495559,5.647,0.42,1777335979
All Pools,JOE - USDT.e,,false,2211.79,66558,5.529,3.03,1777335979
All Pools,BTC.b - AVAX,,false,2185.09,141018,5.463,1.41,1777335979
All Pools,BEAM - USDC,,false,1751.08,73384,4.378,2.18,1777335979
All Pools,ZRO - AVAX,,false,1719.53,2312.2,15.07,237.86,1777335979
All Pools,USDt - AVAX,,false,1662.84,45206,4.157,3.36,1777335979
All Pools,ALOT - AVAX,,false,1585.67,226864,3.964,0.64,1777335979
All Pools,JPYC - USDC,,false,1574.73,4416.75,1.761,14.55,1777335979
All Pools,YAK - AVAX,,false,1511.44,115995,3.779,1.19,1777335979
All Pools,JOE - USDC,,false,1362.71,39655,3.407,3.14,1777335979
All Pools,SOL - AVAX,,false,1353.59,437870,3.384,0.28,1777335979
All Pools,WBTC.e - BTC.b,,false,1326.23,672.05,0.45511,24.72,1777335979
All Pools,XAVA - AVAX,,false,1295.95,3161.76,3.282,37.89,1777335979
All Pools,HUNDRED - USDC,,false,1211.11,513717,3.028,0.22,1777335979
All Pools,AUSD - AVAX,,false,1210.29,40043,1.235,1.13,1777335979
All Pools,MUON - AVAX,,false,1208.8,55719,3.022,1.98,1777335979
All Pools,NOCHILL - AVAX,,false,1046.9,91966,2.617,1.04,1777335979
All Pools,AVAX - JUICE,,false,943.8,15877,2.36,5.42,1777335979
All Pools,AVAX - avUSD,,false,927.18,2059.92,2.334,41.35,1777335979
All Pools,BEAM - AVAX,,false,877.03,95858,2.193,0.83,1777335979
All Pools,USDC.e - USDC,,false,840.17,17011,0.08768,0.19,1777335979
All Pools,LINK.e - AVAX,,false,797.51,48995,1.994,1.49,1777335979
All Pools,XSEED - AVAX,,false,763.16,13459,1.908,5.17,1777335979
All Pools,WETH.e - USDC,,false,677.67,10039,1.032,3.75,1777335979
All Pools,FLD - AVAX,,false,563.56,52668,1.409,0.98,1777335979
All Pools,AVAX - UST,,false,517.49,8292.34,1.294,5.69,1777335979
All Pools,JOE - AVAX,,false,497.58,11056,1.274,4.2,1777335979
All Pools,AVAX - XAVA,,false,418.37,15830,1.046,2.41,1777335979
All Pools,SolvBTC - BTC.b,,false,390.89,264123,0.12056,0.02,1777335979
All Pools,USDt - USDC,,false,388.39,2236.93,0.07779,1.27,1777335979
All Pools,BEAM - AVAX,,false,384.45,20666,0.96794,1.71,1777335979
All Pools,SHRAP - AVAX,,false,342.62,13037,2.788,7.81,1777335979
All Pools,UST - AVAX,,false,336.59,7180.18,0.84149,4.28,1777335979
All Pools,AVAX - ALVA,,false,310.02,1405.56,0.77504,20.13,1777335979
All Pools,AVAX - OBX,,false,309.55,262.99,0.77387,107.41,1777335979
All Pools,AVAX - GEC,,false,296.31,36506,0.74078,0.74,1777335979
All Pools,WETH.e - USDC.e,,false,262.86,12213,0.65715,1.96,1777335979
All Pools,AVAX - HON,,false,262.17,91292,0.65544,0.26,1777335979
All Pools,USDC.e - USDC,,false,240.11,1977.4,0.04853,0.9,1777335979
All Pools,SIERRA - USDC,,false,218.52,608224,0.21873,0.01,1777335979
All Pools,LUNA - USDC.e,,false,159.15,776.61,0.39788,18.7,1777335979
All Pools,KIMBO - AVAX,,false,143.85,63617,0.35964,0.21,1777335979
All Pools,GMX - AVAX,,false,134.01,5002.74,0.33502,2.44,1777335979
All Pools,GURS - AVAX,,false,133.19,9276.83,0.33297,1.31,1777335979
All Pools,HERESY - AVAX,,false,132.56,21530,0.3314,0.56,1777335979
All Pools,SOL - AVAX,,false,131.05,1094.97,0.13151,4.38,1777335979
All Pools,STG - USDC,,false,128.36,1453.9,0.32089,8.06,1777335979
All Pools,HAT - AVAX,,false,125.2,9194.46,0.31301,1.24,1777335979
All Pools,gOHM - AVAX,,false,118.46,136442,0.29615,0.08,1777335979
All Pools,avUSD - USDC,,false,114.23,171.96,0.05714,12.13,1777335979
All Pools,USDC.e - USDC,,false,111.86,481508,0.27964,0.02,1777335979
All Pools,CDK - AVAX,,false,81.84,6189.58,0.42578,2.51,1777335979
All Pools,PRIME - AVAX,,false,66.78,117087,0.78085,0.24,1777335979
All Pools,MIM - USDt,,false,61.05,9.578,0.02175,82.88,1777335979
All Pools,PTOP800 - USDC,,false,54.95,369.81,0.05558,5.49,1777335979
